src_text,mt_text,ground_truth_classification,predicted_label,match,comet_score
Komen's policy disqualified Planned Parenthood due to a pending investigation on how Planned Parenthood spends and reports its money that is being conducted by Representative Cliff Stearns.,La política de Komen descalificó a Planned Parenthood debido a una investigación pendiente sobre cómo PlannedParenthood gasta y informa su dinero que está siendo llevado a cabo por el representante Cliff Stearns.,1_No_hallucination,,False,
If you search for 'Ivy Queen' it comes up.,"Si usted busca a la reina, se le da la vuelta.",1_No_hallucination,,False,
so-called terrorist associated,"Los llamados ""terroristas"" se encuentran asociados.",2_Small_hallucination,2_Small_hallucination,True,
":Retrosheet has just about any stats anyone would want to know, and probably a lot more, about the one-year wonder called the Seattle Pilots.","Retrosheet tiene casi todas las estadísticas que alguien querría saber, y probablemente mucho más, sobre la maravilla de un año llamada los Seattle Pilots.",1_No_hallucination,,False,
"Antarctica is the coldest place on Earth, and surrounds the South Pole.",La Antártida es el lugar más frío de la Tierra y rodea al Polo Sur.,1_No_hallucination,,False,
"Besides carrying three important scientific instruments, the lunar probe also carried the image of the Indian national flag, painted on all sides.","Además de llevarse tres instrumentos científicos importantes, la sonda también llevaba la imagen de la bandera de la India, pintada en todos sus lados.",1_No_hallucination,,False,
They looked like rooms. He was the first person to observe dead cells,Fue la primera persona en observar las células muertas en el mundo.,3_Partial_hallucination,,False,
:Actually you had a third option: Show that the spherical harmonics are actual eigenfunctions of the Hermitian operators L2 and L2.,"En realidad, tenías una tercera opción: mostrar que las armenias son las propias funciones de los operadores herméticos L2 y L2, así como las de los demás.",3_Partial_hallucination,3_Partial_hallucination,True,[0.41871967911720276]
top ten reasons your retarded,Las primeras diez razones para serlo son las siguientes:,3_Partial_hallucination,,False,
The steel needle floats on top of the water because of surface tension.,La aguja de acero flota sobre el agua debido a la tensión de la superficie.,1_No_hallucination,,False,
Stop this oppression!,¡Permítan la opresión!,1_No_hallucination,2_Small_hallucination,False,
Blood goes away from the heart in tubes called arteries and comes back to the heart in tubes called veins. The smallest tubes are called capillaries.,La sangre se aleja del corazón en tubos llamados arterias y vuelve al corazón en tubes llamados venas.,1_No_hallucination,,False,
I HATE VANILLA!! gross,Odio a la vanilla. ¡Qué asquerosa!,1_No_hallucination,2_Small_hallucination,False,
"They called themselves the Moriori there were a few skirmishes and in the end, the Moriori were wiped out","Se llamaron a sí mismos los Moriori hubo algunas escaramuzas y al final, los Moriori fueron eliminados",1_No_hallucination,3_Partial_hallucination,False,
::::: Feel free to send one.,Siéntase libre de enviar uno.,1_No_hallucination,,False,
I am happy that there are people willing to support me.,Me alegro de que haya gente dispuesta a apoyarme.,1_No_hallucination,,False,
== Bridge ==,== Puente ==,1_No_hallucination,,False,
"In addition to the crushing ice, extreme weather conditions have been hampering rescue efforts.","Además del hielo aplastante, las condiciones climáticas extremas han obstaculizado los esfuerzos de rescate.",1_No_hallucination,,False,
"April 9, 2014- 01:53 AM",El 9 de abril de 2014 fue el día en el que se produjo el despliegue.,3_Partial_hallucination,,False,
":::Fine by me. cheers,","En mi opinión, es muy bueno.",2_Small_hallucination,,False,
"Just after 11:00, protesters blocked traffic on the northbound carriage in Whitehall.","Justo después de las 11:00, los manifestantes bloquearon el tráfico en el carro hacia el norte en Whitehall.",1_No_hallucination,,False,
"In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.","En el comienzo de la guerra, la mayoría de ellos viajaban sobre el mar, pero a medida que el radar comenzó a desarrollarse, los submarinos se vieron obligados a ir bajo el agua para no ser vistos.",1_No_hallucination,,False,
"At exactly 8:46 a.m. a hush fell across the city, marking the exact moment the first jet struck its target.","Exactamente a las 8:46 de la mañana cayó un silencio en toda la ciudad, marcando el momento exacto en que el primer jet golpeó su objetivo.",1_No_hallucination,,False,
This flight is not the only option if you want to skip the South Pacific and the west coast of South America. (see below),Este vuelo no es la única opción si desea saltarse el Pacífico Sur y la costa oeste de América del Sur.,1_No_hallucination,,False,
Translated from http://es.wikipedia.org/wiki/Saga_de_los_Aznar,Traducido desde http://es.wikipedia.org/wiki/Saga_de_los_Aznar,1_No_hallucination,2_Small_hallucination,False,
This page is complete crap.,Esta página es una mierda completa.,1_No_hallucination,3_Partial_hallucination,False,
"Bye,","Hasta luego, amigo.",2_Small_hallucination,2_Small_hallucination,True,[0.7226338386535645]
IM SO GAY I WATCH GFAY PEOPLE LICK THEMSLVES,Por eso veo a la gente que les gusta.,3_Partial_hallucination,,False,
class = start importance = mid,Clasificación de la clase de trabajo:,4_Full_hallucination,1_No_hallucination,False,[0.49202266335487366]
::: I actually am going to walk away.,"De hecho, me voy a ir.",1_No_hallucination,2_Small_hallucination,False,
For English American Presidents the list should stay there since the article is already well developed and complies with the page layout expectations.,Para los presidentes ingleses americanos la lista debería quedarse allí ya que el artículo ya está bien desarrollado y cumple con las expectativas del diseño de la página.,1_No_hallucination,2_Small_hallucination,False,
You need to notice the victim's position as you approach him or her and any automatic red flags.,Debes notar la posición de la víctima cuando te acerques a él o ella y cualquier bandera roja automática.,1_No_hallucination,,False,
"After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.","Después de que se hizo evidente que muchas familias buscaban ayuda legal para combatir el desalojo, se realizó una reunión en el Centro de Derechos Humanos de East Bay para las víctimas del desalojo.",1_No_hallucination,,False,
"In his notes he used words which some parents considered coarse, and he reportedly used profanity in class.","En sus notas, usaba palabras que algunos padres consideraban difíciles de usar, y según se informaba, usaba blasfemas en la clase.",3_Partial_hallucination,3_Partial_hallucination,True,
Is this really an ornamental plant?,¿Es realmente una planta ornamental?,1_No_hallucination,,False,
"Racist, sexist, homophobic (the non-gay ones of course) - haven't the majority of popes been shameful, hate-filled bigots?","El racismo, el sexo y la homosexualidad, no son los mismos que la mayoría de los papas, sino que son los mismos de los hombres y mujeres que los hombres.",3_Partial_hallucination,3_Partial_hallucination,True,
The arrogance is breath taking.,La arrogancia es respirar.,1_No_hallucination,3_Partial_hallucination,False,
", leaving a general impression of pointless whinging instead of substantive critique",", dejando una impresión general de la queja sin sentido en lugar de la crítica sustancial",1_No_hallucination,,False,
"""We were all simply in shock,"" the mother stated.","La madre dijo: ""Todos estamos en estado de shock.",1_No_hallucination,,False,
Following seabed mapping the wreck was found using an ROV.,"Después de hacerse un mapa del fondo del mar, se encontró con un vehículo.",1_No_hallucination,2_Small_hallucination,False,
i have penis fever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Tengo la fiebre del pene!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1_No_hallucination,4_Full_hallucination,False,
No merge.,No hay ninguna mezcla.,2_Small_hallucination,,False,
"Uhm, are there more reliable sources (other than interviews and porn sites) certifying her degrees, esp the BSc in Biology?","¿Hay fuentes más fiables que las que muestran sus estudios, como la de la biología y la de las mujeres? - Sí, sí.",3_Partial_hallucination,2_Small_hallucination,False,
REDIRECT Talk:Dictionarium Latino Canarense,REDIGIÓN: Diccionario de la lengua canadiense.,1_No_hallucination,3_Partial_hallucination,False,
"Despite these accusations, Ma won handily on a platform advocating closer ties with the Chinese mainland.","A pesar de estas acusaciones, Ma ganó fácilmente en una plataforma que abogó por lazos más estrechos con el continente chino.",1_No_hallucination,,False,
Jesus Christ you are both obnoxious.,"Jesucristo, ambos son desagradables.",1_No_hallucination,1_No_hallucination,True,
"Accordingly, at the finest such establishments one is apt to find the most luxurious bedding, maybe a handmade quilt or an antique bed.","En consecuencia, en los mejores establecimientos de este tipo uno es propenso a encontrar la ropa de cama más lujosa, tal vez una manta hecha a mano o una cama antigua.",1_No_hallucination,2_Small_hallucination,False,
"Luxemburgo siempre ha intentado mantenerse como un estado neutral; no obstante, Alemania lo invadió en ambas guerras mundiales.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.",1_No_hallucination,,False,
El Servicio de Parques (MINAE) no otorga permisos de ingreso con más de un mes de anticipación a la fecha de arribo prevista.,The Department of Parks and Recreation (Department of Parks & Recreation) does not grant entry permits for more than one month prior to arrival.,3_Partial_hallucination,,False,
"Mientras escuchábamos a otros contar sus historias personales, de sus familias y de sus formas de organización, recolectamos información de utilidad sobre el pasado y respecto de algunas de las personalidades que tuvieron efectos, sean positivos o negativos, en la cultura de la organización.","As we listened to others tell their personal stories, their families, and their organizational forms, we gathered useful information about the past and about some of the personalities who had an impact, whether positive or negative, on the culture of the organization.",1_No_hallucination,,False,
"Tres de los lados de Turquía están rodados por mares: el oeste, por el Mar Egeo; el norte, por el Mar Negro y el sur, por el Mediterráneo.","Three sides of Turkey are surrounded by seas: the west by the Aegean Sea, the north by the Black Sea, and the south by the Mediterranean Sea.",2_Small_hallucination,,False,
"Hola Alex Struv, necesito por favor su ayuda para editar la página Anexo:Premios y nominaciones de Beyoncé.","Hello Alex, I need your help to edit the page for me, too.",3_Partial_hallucination,2_Small_hallucination,False,
Recomiendo al sujeto Xavi1992 que deje las drogas y que antes de colocar semejantes aberraciones filológicas e históricas se corte las manos.,I recommend that you stop using drugs and that you cut off your hands before you start using the philanthropy.,3_Partial_hallucination,,False,
"De los cerca de 24 000 meteoritos que se sabe han impactado sobre la Tierra, se ha corroborado que tan solo 34 son de provienen de Marte.","Of the nearly 24,000 meteorites known to have impacted Earth, only 34 have been confirmed to have come from Mars.",1_No_hallucination,2_Small_hallucination,False,
"Pepe me cago en tu alma sos lo peor que ha parido este mundo, sos una mierda deberias dejar de jugar al futbol sos una basura criminal.",You're the worst person in the world. You should stop playing football. You're a criminal.,2_Small_hallucination,3_Partial_hallucination,False,[0.5658000111579895]
|bgcolor=darkviolet| Eliminado |style= background:skyblue | | Octavio Palacios Futbolista | align= center |18 años | Moreno | style= background:#c33 | Eliminado del Repechaje 2012 | 1 | 0 | 7 días |} Participante mujer.,#bgcolor#darkviolet#eliminated#style=background:skyblue#eighth soccer palaces#align=center#eighteen years#blue#style= background:#c33#eliminate from relegation 2012#1#0#7 days#female participant,1_No_hallucination,3_Partial_hallucination,False,
Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño- Antoño!!!!!!! q se cayen coño-,I don't know what I'm going to do. I'm not going to say anything.,3_Partial_hallucination,2_Small_hallucination,False,
"Algunas de las rocas, muy poco comunes en la Tierra, se venden entre $11 000 y $22 500 dólares por onza, que representa aproximadamente diez veces el precio del oro.","Some of the very rare rocks on earth sell for between $11,000 and $22,500 an ounce, which is about ten times the price of gold.",1_No_hallucination,3_Partial_hallucination,False,
"Conocemos a numerosos políticos, hombres de ciencia y artistas griegos. Es probable que la figura más famosa de esta cultura sea Homero, el proverbial poeta no vidente escritor de dos poemas, obras maestras de la literatura griega: la Ilíada y la Odisea.","We know that the most famous of these is Homer, the author of two books of Greek literature, the Iliad and the Odyssey. - The Book of Common Prayer, by the author.",3_Partial_hallucination,2_Small_hallucination,False,
No tengo correo por ahora porque en general prefiero dedicar el tiempo a lo que puede verse en público.,I don't have the mail right now because I prefer to spend my time in public.,1_No_hallucination,,False,
"El primer libro del que se tiene conocimiento fue redactado en sánscrito. Después de la compilación de Upanishads, este idioma sencillamente desapareció, por cuestiones de jerarquía.","The first known book was written in Sanskrit, after which the language disappeared due to a number of factors, such as the nature of the language.",3_Partial_hallucination,2_Small_hallucination,False,
"Hola, yo no puedo ver el contenido que tú no has guardado, como es el de ese enlace que me pones.","Hey, I can't see the content you haven't saved, like that link you're putting me on.",1_No_hallucination,,False,
