,src_lang,tgt_lang,src_text,mt_text,omit_spans,hall_spans,class_hall,class_omit,data_source,hall_mask,omit_mask,src_text_normalized,mt_text_normalized,hall_mask_normalized,omit_mask_normalized,perturbation,direction,selection,score_log_loss,score_alti_mean,score_alti_t_mean,score_attn_ot,score_comet_qe,score_labse,score_laser,score_xnli,score_sonar_cosine,score_blaser2_qe,score_log_loss_legacy
179,spa_Latn,eng_Latn,Me gustaría saber cuál es la fuente que indica que el sulfato de sodio sirva para acidulante.,I'd like to know what the source of the sodium sulfate is.,Me gustaría saber cuál es la fuente <<<que indica que>>> el sulfato de sodio <<<sirva para acidulante>>>.,I'd like to know what the source of the sodium sulfate is.,1_No_hallucination,3_Partial_omission,wiki,0000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000111111111111110000000000000000000001111111111111111111110,Me gustaría saber cuál es la fuente que indica que el sulfato de sodio sirva para acidulante.,I'd like to know what the source of the sodium sulfate is.,0000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000111111111111110000000000000000000001111111111111111111110,perturbed,spa_Latn_eng_Latn,uniform,0.6646595001220703,-0.64459115,-0.47104737,0.191385722191401,1.066714271903038,-0.76744616,-0.86518705,-0.0024331966,-0.6811694,-3.8336291,0.6646581888198853
180,spa_Latn,eng_Latn,"Exactamente a las 8:46 a. m., la ciudad se volvió silencio, marcando el preciso instante en el que el primer avión alcanzó su objetivo.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first plane reached its target.","Exactamente a las 8:46 a. m., la ciudad se volvió silencio, marcando el preciso instante en el que el primer avión alcanzó su objetivo.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first plane reached its target.",1_No_hallucination,1_No_omission,flores,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Exactamente a las 8:46 a. m., la ciudad se volvió silencio, marcando el preciso instante en el que el primer avión alcanzó su objetivo.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first plane reached its target.",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,natural,spa_Latn_eng_Latn,uniform,0.3359804451465606,-0.6869953,-0.5534128,0.1341096032314304,0.5335438549518585,-0.96060646,-0.93105763,-0.9993809,-0.94217694,-4.860265,0.3359828591346741
181,spa_Latn,eng_Latn,"La verdad, como buen producto argentino, una mezcolanza de nombres destacados con personajes intrascendentes y de cuarta (futbolistas, Tristán, etc.).","The truth is, it's a good mix of names, and it's not a bad mix of names.","La verdad, <<<como>>> buen  <<<producto argentino>>>, una mezcolanza de nombres <<<destacados con personajes intrascendentes y de cuarta (futbolistas, Tristán, etc.)>>>.","The truth is, it's a good mix of names, <<<and it's not a bad mix of names>>>.",3_Partial_hallucination,3_Partial_omission,wiki,000000000000000000000000000000000000000011111111111111111111111111111110,000000000001111000000111111111111111111000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111110,"La verdad, como buen producto argentino, una mezcolanza de nombres destacados con personajes intrascendentes y de cuarta (futbolistas, Tristán, etc.).","The truth is, it's a good mix of names, and it's not a bad mix of names.",000000000000000000000000000000000000000011111111111111111111111111111110,000000000001111000000111111111111111111000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111110,perturbed,spa_Latn_eng_Latn,worst,1.9308775663375852,-0.55971444,-0.36381438,3.5067625858541644,1.4849755465984344,-0.41783595,-0.6177148,-0.0010996948,-0.2417532,-2.433055,1.9308769702911377
182,spa_Latn,eng_Latn,"Sinceramente no había pensado en ello, a mí no me sonó antinatural y la RAE no parece considerarlo un error.","I honestly didn't think about it, and I don't think it was a mistake.","Sinceramente no había pensado en ello, a mí no me <<<sonó antinatural y la RAE no>>> parece considerarlo un error.","I honestly didn't think about it, and I don't think it was a mistake.",1_No_hallucination,3_Partial_omission,wiki,000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000001111111111111111111111111111000000000000000000000000000000,"Sinceramente no había pensado en ello, a mí no me sonó antinatural y la RAE no parece considerarlo un error.","I honestly didn't think about it, and I don't think it was a mistake.",000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000001111111111111111111111111111000000000000000000000000000000,perturbed,spa_Latn_eng_Latn,biased,1.239701509475708,-0.5894758,-0.437353,0.2425978812871542,1.08368282020092,-0.7336092,-0.7568688,-0.000732947,-0.531678,-3.314868,1.239702224731445
183,spa_Latn,eng_Latn,Saludos.SRuizR 15px ¡Para servirles!,Greetings. We're here to serve you!,Saludos.<<<SRuizR 15px>>> ¡Para servirles!,Greetings. We're here to serve you!,1_No_hallucination,2_Small_omission,wiki,00000000000000000000000000000000000,000000001111111111100000000000000000,Saludos.SRuizR 15px ¡Para servirles!,Greetings. We're here to serve you!,00000000000000000000000000000000000,000000001111111111100000000000000000,natural,spa_Latn_eng_Latn,uniform,0.8163823485374451,-0.5613348,-0.49116793,0.3918892775681546,0.9860679768025876,-0.63002765,-0.68051594,-0.9499901,-0.5252971,-2.9624896,1.1775869131088257
184,spa_Latn,eng_Latn,"A la fecha de su deceso, aparte de haber sido medallista olímpico y mundial, Saito era director del comité de entrenamiento de la Federación de Judo japonesa.","At the time of his death, Saito was the world's longest-serving member of the Judo Federation.","A la fecha de su deceso, <<<aparte de haber sido medallista olímpico y mundial>>>, Saito era director <<<del comité de entrenamiento>>> de la Federación de Judo <<<japonesa>>>.","At the time of his death, Saito was the world's longest-serving member of the Judo Federation.",1_No_hallucination,3_Partial_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000001111111111111111111111111111111111111111111111111100000000000000000000011111111111111111111111111100000000000000000000000000111111110,"A la fecha de su deceso, aparte de haber sido medallista olímpico y mundial, Saito era director del comité de entrenamiento de la Federación de Judo japonesa.","At the time of his death, Saito was the world's longest-serving member of the Judo Federation.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000001111111111111111111111111111111111111111111111111100000000000000000000011111111111111111111111111100000000000000000000000000111111110,perturbed,spa_Latn_eng_Latn,biased,0.9680653214454652,-0.58738613,-0.3915908,0.5235940371649956,1.0138306841254234,-0.6711973,-0.7400174,-1.7914036e-08,-0.59462106,-3.3870077,0.9680669903755188
185,spa_Latn,eng_Latn,"«Gracias por los que apoyaron a un convicto como yo», dijo Siriporn en una conferencia de prensa, según se lo citó.","""Thank you for supporting a convict like me"", said Siriporn in a press conference.","«Gracias por <<<los que>>> apoyaron a un convicto como yo», dijo Siriporn en una conferencia de prensa, <<<según se lo citó>>>.","""Thank you for supporting a convict like me"", said Siriporn in a press conference.",1_No_hallucination,3_Partial_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111110,"«Gracias por los que apoyaron a un convicto como yo», dijo Siriporn en una conferencia de prensa, según se lo citó.","""Thank you for supporting a convict like me"", said Siriporn in a press conference.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111110,perturbed,spa_Latn_eng_Latn,uniform,0.5782243609428406,-0.7015932,-0.46772888,0.3988433472005706,0.5647588968276978,-0.9206029,-0.8349377,-0.9113802,-0.7771148,-4.163763,0.5782291293144226
186,spa_Latn,eng_Latn,"Las familias con hijos son algo que no se ve frecuentemente, pero ciertos albergues los aceptan en cuartos privados.","Families with children don't get to see each other often, but they do get to know each other.","Las familias con hijos son algo que no se ve frecuentemente, <<<pero ciertos albergues los aceptan en cuartos privados>>>.","Families with children don't get to see each other often, <<<but they do get to know each other>>>.",3_Partial_hallucination,3_Partial_omission,flores,000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111110,00000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111110,"Las familias con hijos son algo que no se ve frecuentemente, pero ciertos albergues los aceptan en cuartos privados.","Families with children don't get to see each other often, but they do get to know each other.",000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111110,00000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111110,perturbed,spa_Latn_eng_Latn,worst,1.399896502494812,-0.55232984,-0.47614637,0.1941962269390583,1.1596766412258148,-0.6179215,-0.676765,-7.793612e-07,-0.4684707,-2.943336,1.3998963832855225
187,spa_Latn,eng_Latn,Saludos desde España.,Greetings from Spain.,Saludos desde España.,Greetings from Spain.,1_No_hallucination,1_No_omission,wiki,000000000000000000000,000000000000000000000,Saludos desde España.,Greetings from Spain.,000000000000000000000,000000000000000000000,perturbed,spa_Latn_eng_Latn,biased,0.2909263372421264,-0.6472457,-0.7397093,0.0342567541547792,0.3588182330131531,-0.93931365,-0.593616,-0.9986278,-0.93881357,-4.7648864,0.4200483560562134
188,spa_Latn,eng_Latn,Cada vez que retoques el articulo de etnografia de America latina lo voy a revertir y como insistas solicitaré tu bloqueo por racista,"Every time you touch a piece of Latin America, I'm going to turn it upside down.",Cada vez que retoques el articulo <<<de etnografia>>> de America latina lo voy a revertir <<<y como insistas solicitaré tu bloqueo por racista>>>,"Every time you touch a piece of Latin America, I'm going to turn it upside down.",1_No_hallucination,3_Partial_omission,wiki,00000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000111111111111100000000000000000000000000000000000001111111111111111111111111111111111111111111111111,Cada vez que retoques el articulo de etnografia de America latina lo voy a revertir y como insistas solicitaré tu bloqueo por racista,"Every time you touch a piece of Latin America, I'm going to turn it upside down.",00000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000111111111111100000000000000000000000000000000000001111111111111111111111111111111111111111111111111,perturbed,spa_Latn_eng_Latn,biased,1.0882755517959597,-0.6413993,-0.43388778,0.8450424737249925,1.7346017360687256,-0.5613575,-0.64267695,-0.0032513682,-0.3713247,-2.7300272,1.0882885456085205
189,spa_Latn,eng_Latn,"Cordialmente, un abrazoteUruk (Mensajes), 16:55 20 dic 2010 (UTC)",A warm welcome from Mr. and Mrs. O'Brien.,"<<<Cordialmente, un abrazoteUruk (Mensajes), 16:55 20 dic 2010 (UTC)>>>",<<<A warm welcome from Mr. and Mrs. O'Brien.>>>,4_Full_hallucination,4_Full_omission,wiki,11111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111111111111111111111,"Cordialmente, un abrazoteUruk (Mensajes), 16:55 20 dic 2010 (UTC)",A warm welcome from Mr. and Mrs. O'Brien.,11111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111111111111111111111,perturbed,spa_Latn_eng_Latn,worst,1.873673915863037,-0.5096326,-0.3261649,1.670123308777011,1.2204280346632004,-0.10438144,-0.52216727,-0.0009801901,-0.21668854,-2.3922322,1.87368392944336
190,spa_Latn,eng_Latn,"La civilización del valle del Indo se desarrolló en la Edad del Bronce, en el subcontinente del noroeste de la India, que comprende la mayor parte del hoy territorio pakistaní y algunas zonas del noroeste indio y el noreste afgano.","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of northern India.","La civilización del valle del Indo se desarrolló en la Edad del Bronce, en el subcontinente <<<del noroeste>>> de la India, que comprende la mayor parte del hoy territorio pakistaní y algunas zonas del noroeste indio <<<y el noreste afgano>>>.","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of northern India.",1_No_hallucination,3_Partial_omission,flores,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111110,"La civilización del valle del Indo se desarrolló en la Edad del Bronce, en el subcontinente del noroeste de la India, que comprende la mayor parte del hoy territorio pakistaní y algunas zonas del noroeste indio y el noreste afgano.","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of northern India.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111110,perturbed,spa_Latn_eng_Latn,biased,0.8603459596633911,-0.67198527,-0.45918992,0.3696625364176635,0.5300646126270294,-0.89285135,-0.8654088,-0.99792147,-0.69751275,-3.930194,0.8603518605232239
191,spa_Latn,eng_Latn,"Luego entonces, ¿tendría caso ponerme a discutir con toda esa gente, siendo que el artículo será modificado incluso antes de que yo lo haga?","Then there is the need to argue with all these people, since the article will be modified before I can do so.","Luego <<<entonces>>>, ¿tendría caso ponerme a discutir con toda esa gente, siendo que el artículo será modificado <<<incluso>>> antes de que yo lo haga?","Then there is the need to argue with all these people, since the article will be modified before I can do so.",1_No_hallucination,2_Small_omission,wiki,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110000000000000000000000000,"Luego entonces, ¿tendría caso ponerme a discutir con toda esa gente, siendo que el artículo será modificado incluso antes de que yo lo haga?","Then there is the need to argue with all these people, since the article will be modified before I can do so.",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000011111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111110000000000000000000000000,perturbed,spa_Latn_eng_Latn,biased,0.9326118230819702,-0.579796,-0.4774791,0.2318787366106449,1.3357016742229462,-0.771342,-0.8574222,-0.99903846,-0.7220138,-4.050605,0.9326114058494568
