src_lang,tgt_lang,src_text,mt_text,hall_spans,class_hall,src_text_normalized,mt_text_normalized,direction,score_comet_qe,score_labse,score_laser,score_xnli,prediction,prediction_class
spa_Latn,eng_Latn,Me gustaría saber cuál es la fuente que indica que el sulfato de sodio sirva para acidulante.,I'd like to know what the source of the sodium sulfate is.,I'd like to know what the source of the sodium sulfate is.,1_No_hallucination,Me gustaría saber cuál es la fuente que indica que el sulfato de sodio sirva para acidulante.,I'd like to know what the source of the sodium sulfate is.,spa_Latn_eng_Latn,1.066714271903038,-0.76744616,-0.86518705,-0.0024331966,I understand that you have been given a task to evaluate whether a given translation contains hallucinations.,
spa_Latn,eng_Latn,"Exactamente a las 8:46 a. m., la ciudad se volvió silencio, marcando el preciso instante en el que el primer avión alcanzó su objetivo.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first plane reached its target.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first plane reached its target.",1_No_hallucination,"Exactamente a las 8:46 a. m., la ciudad se volvió silencio, marcando el preciso instante en el que el primer avión alcanzó su objetivo.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first plane reached its target.",spa_Latn_eng_Latn,0.5335438549518585,-0.96060646,-0.93105763,-0.9993809,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>.",
spa_Latn,eng_Latn,"La verdad, como buen producto argentino, una mezcolanza de nombres destacados con personajes intrascendentes y de cuarta (futbolistas, Tristán, etc.).","The truth is, it's a good mix of names, and it's not a bad mix of names.","The truth is, it's a good mix of names, <<<and it's not a bad mix of names>>>.",3_Partial_hallucination,"La verdad, como buen producto argentino, una mezcolanza de nombres destacados con personajes intrascendentes y de cuarta (futbolistas, Tristán, etc.).","The truth is, it's a good mix of names, and it's not a bad mix of names.",spa_Latn_eng_Latn,1.4849755465984344,-0.41783595,-0.6177148,-0.0010996948,"The target sentence, with hallucinated words or phrases marked using <<< >>>.",
spa_Latn,eng_Latn,"Sinceramente no había pensado en ello, a mí no me sonó antinatural y la RAE no parece considerarlo un error.","I honestly didn't think about it, and I don't think it was a mistake.","I honestly didn't think about it, and I don't think it was a mistake.",1_No_hallucination,"Sinceramente no había pensado en ello, a mí no me sonó antinatural y la RAE no parece considerarlo un error.","I honestly didn't think about it, and I don't think it was a mistake.",spa_Latn_eng_Latn,1.08368282020092,-0.7336092,-0.7568688,-0.000732947,The target sentence includes small hallucinations.,
spa_Latn,eng_Latn,Saludos.SRuizR 15px ¡Para servirles!,Greetings. We're here to serve you!,Greetings. We're here to serve you!,1_No_hallucination,Saludos.SRuizR 15px ¡Para servirles!,Greetings. We're here to serve you!,spa_Latn_eng_Latn,0.9860679768025876,-0.63002765,-0.68051594,-0.9499901,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>.",```
spa_Latn,eng_Latn,"A la fecha de su deceso, aparte de haber sido medallista olímpico y mundial, Saito era director del comité de entrenamiento de la Federación de Judo japonesa.","At the time of his death, Saito was the world's longest-serving member of the Judo Federation.","At the time of his death, Saito was the world's longest-serving member of the Judo Federation.",1_No_hallucination,"A la fecha de su deceso, aparte de haber sido medallista olímpico y mundial, Saito era director del comité de entrenamiento de la Federación de Judo japonesa.","At the time of his death, Saito was the world's longest-serving member of the Judo Federation.",spa_Latn_eng_Latn,1.0138306841254234,-0.6711973,-0.7400174,-1.7914036e-08,Output:,
spa_Latn,eng_Latn,"«Gracias por los que apoyaron a un convicto como yo», dijo Siriporn en una conferencia de prensa, según se lo citó.","""Thank you for supporting a convict like me"", said Siriporn in a press conference.","""Thank you for supporting a convict like me"", said Siriporn in a press conference.",1_No_hallucination,"«Gracias por los que apoyaron a un convicto como yo», dijo Siriporn en una conferencia de prensa, según se lo citó.","""Thank you for supporting a convict like me"", said Siriporn in a press conference.",spa_Latn_eng_Latn,0.5647588968276978,-0.9206029,-0.8349377,-0.9113802,Output:,
spa_Latn,eng_Latn,"Las familias con hijos son algo que no se ve frecuentemente, pero ciertos albergues los aceptan en cuartos privados.","Families with children don't get to see each other often, but they do get to know each other.","Families with children don't get to see each other often, <<<but they do get to know each other>>>.",3_Partial_hallucination,"Las familias con hijos son algo que no se ve frecuentemente, pero ciertos albergues los aceptan en cuartos privados.","Families with children don't get to see each other often, but they do get to know each other.",spa_Latn_eng_Latn,1.1596766412258148,-0.6179215,-0.676765,-7.793612e-07,"The target sentence is ""Las familias con hijos son algo que no se ve frecuentemente, pero ciertos albergues los aceptan en cuartos privados."" There are no hallucinations in this target sentence. Therefore, the hallucination classification label is ""1_No_hallucination"" on a new line.",
spa_Latn,eng_Latn,Saludos desde España.,Greetings from Spain.,Greetings from Spain.,1_No_hallucination,Saludos desde España.,Greetings from Spain.,spa_Latn_eng_Latn,0.3588182330131531,-0.93931365,-0.593616,-0.9986278,"The target sentence, with hallucinated words or phrases marked using <<< >>>.",
spa_Latn,eng_Latn,Cada vez que retoques el articulo de etnografia de America latina lo voy a revertir y como insistas solicitaré tu bloqueo por racista,"Every time you touch a piece of Latin America, I'm going to turn it upside down.","Every time you touch a piece of Latin America, I'm going to turn it upside down.",1_No_hallucination,Cada vez que retoques el articulo de etnografia de America latina lo voy a revertir y como insistas solicitaré tu bloqueo por racista,"Every time you touch a piece of Latin America, I'm going to turn it upside down.",spa_Latn_eng_Latn,1.7346017360687256,-0.5613575,-0.64267695,-0.0032513682,"As per the process outlined, here is the target translation along with its hallucination classification label:",```diff
spa_Latn,eng_Latn,"Cordialmente, un abrazoteUruk (Mensajes), 16:55 20 dic 2010 (UTC)",A warm welcome from Mr. and Mrs. O'Brien.,<<<A warm welcome from Mr. and Mrs. O'Brien.>>>,4_Full_hallucination,"Cordialmente, un abrazoteUruk (Mensajes), 16:55 20 dic 2010 (UTC)",A warm welcome from Mr. and Mrs. O'Brien.,spa_Latn_eng_Latn,1.2204280346632004,-0.10438144,-0.52216727,-0.0009801901,Output:,
spa_Latn,eng_Latn,"La civilización del valle del Indo se desarrolló en la Edad del Bronce, en el subcontinente del noroeste de la India, que comprende la mayor parte del hoy territorio pakistaní y algunas zonas del noroeste indio y el noreste afgano.","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of northern India.","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of northern India.",1_No_hallucination,"La civilización del valle del Indo se desarrolló en la Edad del Bronce, en el subcontinente del noroeste de la India, que comprende la mayor parte del hoy territorio pakistaní y algunas zonas del noroeste indio y el noreste afgano.","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of northern India.",spa_Latn_eng_Latn,0.5300646126270294,-0.89285135,-0.8654088,-0.99792147,Output:,
spa_Latn,eng_Latn,"Luego entonces, ¿tendría caso ponerme a discutir con toda esa gente, siendo que el artículo será modificado incluso antes de que yo lo haga?","Then there is the need to argue with all these people, since the article will be modified before I can do so.","Then there is the need to argue with all these people, since the article will be modified before I can do so.",1_No_hallucination,"Luego entonces, ¿tendría caso ponerme a discutir con toda esa gente, siendo que el artículo será modificado incluso antes de que yo lo haga?","Then there is the need to argue with all these people, since the article will be modified before I can do so.",spa_Latn_eng_Latn,1.3357016742229462,-0.771342,-0.8574222,-0.99903846,"Source sentence: Luego entonces, ¿tendría caso ponerme a discutir con toda esa gente, siendo que el artículo será modificado incluso antes de que yo lo haga?",
spa_Latn,eng_Latn,Esto se hace para garantizar que la imagen se despliegue en la pantalla completa. Esto se denomina sobreexploración.,This is done to ensure that the image is displayed on the full screen.,This is done to ensure that the image is displayed on the full screen.,1_No_hallucination,Esto se hace para garantizar que la imagen se despliegue en la pantalla completa. Esto se denomina sobreexploración.,This is done to ensure that the image is displayed on the full screen.,spa_Latn_eng_Latn,0.7365387678146362,-0.7776477,-0.7937002,-0.98665607,This is done to ensure that the image is displayed on the full screen.,The hallucination classification label is 2_Small_hallucination.
spa_Latn,eng_Latn,15px Kuí kuu-de Yavidaxiu Ka an- Que feo...,15px Kuí kuu-de Yavidaxiu Ka an- What ugly...,15px Kuí kuu-de Yavidaxiu Ka an- What ugly...,1_No_hallucination,15px Kuí kuu-de Yavidaxiu Ka an- Que feo...,15px Kuí kuu-de Yavidaxiu Ka an- What ugly...,spa_Latn_eng_Latn,1.2289230972528458,-0.98453254,-0.93486303,-7.554969e-08,Output:,
spa_Latn,eng_Latn,"Hacia fines del siglo XVIII, Camboya también sufrió invasiones vietnamitas.","Towards the end of the 18th century, Cambodia also suffered Vietnamese invasions.","Towards the end of the 18th century, Cambodia also suffered Vietnamese invasions.",1_No_hallucination,"Hacia fines del siglo XVIII, Camboya también sufrió invasiones vietnamitas.","Towards the end of the 18th century, Cambodia also suffered Vietnamese invasions.",spa_Latn_eng_Latn,0.3671244382858276,-0.8752424,-0.8911287,-0.9993682,The target sentence is as follows:,"Hacia finados del siglo XVIII, Camboya también sufrió invasiones vietnamitas."
spa_Latn,eng_Latn,"Aparte de eso, nunca ha demostrado que pueda hacer freestyle con soltura y calidad, lo que hace poco creible la calidad de este MC","Other than that, he's never proven that he can freestyle with fluidity and quality, which makes the quality of this MC unreliable.","Other than that, he's never proven that he can freestyle with fluidity and quality, which makes the quality of this MC unreliable.",1_No_hallucination,"Aparte de eso, nunca ha demostrado que pueda hacer freestyle con soltura y calidad, lo que hace poco creible la calidad de este MC","Other than that, he's never proven that he can freestyle with fluidity and quality, which makes the quality of this MC unreliable.",spa_Latn_eng_Latn,0.7716084271669388,-0.9270737,-0.8873354,-0.99943846,Output:,
spa_Latn,eng_Latn,"Por lo general, brindan mayor ancho de banda y mejor calidad de servicio. Están encriptados y, gracias a ello, es más complicado hackearlos.","They're encrypted and, thanks to that, it's more complicated to hack.","They're encrypted and, thanks to that, it's more complicated to hack.",1_No_hallucination,"Por lo general, brindan mayor ancho de banda y mejor calidad de servicio. Están encriptados y, gracias a ello, es más complicado hackearlos.","They're encrypted and, thanks to that, it's more complicated to hack.",spa_Latn_eng_Latn,0.6866401433944702,-0.6600795,-0.7648629,-0.00026900388,Here's the output in the requested format:,
spa_Latn,eng_Latn,EXIGO EXPLICACIONES,Explanations are required,Explanations are required,1_No_hallucination,EXIGO EXPLICACIONES,Explanations are required,spa_Latn_eng_Latn,0.575100839138031,-0.5424761,-0.21962842,-0.99826646,Output:,
spa_Latn,eng_Latn,Es preciso contar con un permiso de travesía para poder acampar por debajo del borde del Gran Cañón.,You have to have a travel permit to camp below the rim of the Grand Canyon.,You have to have a travel permit to camp below the rim of the Grand Canyon.,1_No_hallucination,Es preciso contar con un permiso de travesía para poder acampar por debajo del borde del Gran Cañón.,You have to have a travel permit to camp below the rim of the Grand Canyon.,spa_Latn_eng_Latn,0.7915017455816269,-0.8778597,-0.8408166,-0.99937093,The target sentence is as follows:,
spa_Latn,eng_Latn,"La edicion es legitima, la seccion decia 1976 a 1978 pero su contenido se extendia a 1981. saludos atte 191.84.100.","The issue is legitimate, but the content of the report is limited to 191.8 million copies.","The issue is legitimate, but the content <<<of the report>>> is limited to 191.8 <<<million copies>>>.",3_Partial_hallucination,"La edicion es legitima, la seccion decia 1976 a 1978 pero su contenido se extendia a 1981. saludos atte 191.84.100.","The issue is legitimate, but the content of the report is limited to 191.8 million copies.",spa_Latn_eng_Latn,1.2629155814647677,-0.4781579,-0.72520655,-0.007903901,Output:,
spa_Latn,eng_Latn,Porque pone Sucesor: Wii 2 ?,Why do you think he's wearing a suitcase?,Why <<<do you think he's wearing a suitcase>>>?,4_Full_hallucination,Porque pone Sucesor: Wii 2 ?,Why do you think he's wearing a suitcase?,spa_Latn_eng_Latn,1.664655089378357,-0.48290092,-0.46008405,-3.1068168e-05,Output:,Why do you think he's wearing a suitcase?
spa_Latn,eng_Latn,Un plato típico Hangi se prepara dentro de un hoyo caliente hecho en el suelo.,A typical Hangi dish is prepared inside a hot hole made in the ground.,A typical Hangi dish is prepared inside a hot hole made in the ground.,1_No_hallucination,Un plato típico Hangi se prepara dentro de un hoyo caliente hecho en el suelo.,A typical Hangi dish is prepared inside a hot hole made in the ground.,spa_Latn_eng_Latn,0.7059355080127716,-0.90538967,-0.9263943,-0.99924105,The target sentence contains hallucinations.,
spa_Latn,eng_Latn,Los submarinos alemanes se denominaron U-Boote. Los alemanes eran muy buenos para la navegación y operación de sus submarinos.,"The German submarines were called U-boats, and the Germans were very good at navigating them.","The German submarines were called U-boats, and the Germans were very good at navigating them.",1_No_hallucination,Los submarinos alemanes se denominaron U-Boote. Los alemanes eran muy buenos para la navegación y operación de sus submarinos.,"The German submarines were called U-boats, and the Germans were very good at navigating them.",spa_Latn_eng_Latn,0.6310490369796753,-0.82077503,-0.80180115,-0.99939626,"The target sentence is ""Los submarinos alemanes se denominaron U-Boote. Los alemanes eran muy buenos para la navegación y operación de sus submarinos."", which contains hallucinations.",
spa_Latn,eng_Latn,Massa debe estar fuera durante al menos lo que resta de la temporada 2009.,Massa should be out for at least the remainder of the 2009 season.,Massa should be out for at least the remainder of the 2009 season.,1_No_hallucination,Massa debe estar fuera durante al menos lo que resta de la temporada 2009.,Massa should be out for at least the remainder of the 2009 season.,spa_Latn_eng_Latn,0.5991160571575165,-0.9579049,-0.9115561,-0.9995164,The target sentence contains no hallucinations.,
spa_Latn,eng_Latn,"En la actualidad, los vientos de Fred alcanzan las 105 millas por hora (165 km/h) y se desplaza en dirección al noroeste.","Currently, Fred's winds reach 105 miles per hour (165 km/h) and move northwestward.","Currently, Fred's winds reach 105 miles per hour (165 km/h) and move northwestward.",1_No_hallucination,"En la actualidad, los vientos de Fred alcanzan las 105 millas por hora (165 km/h) y se desplaza en dirección al noroeste.","Currently, Fred's winds reach 105 miles per hour (165 km/h) and move northwestward.",spa_Latn_eng_Latn,0.4612494111061096,-0.9747186,-0.62560636,-0.9966669,"The target sentence is ""Currently, Fred's winds reach 105 miles per hour (165 km/h) and move northwestward.""",The hallucination classification label on a new line is:
spa_Latn,eng_Latn,"Si me dices que por ahora, las aguas están calmas, prefiero no hacer olas","If you tell me that for now, the waters are calm, I'd rather not wave","If you tell me that for now, the waters are calm, I'd rather not wave",1_No_hallucination,"Si me dices que por ahora, las aguas están calmas, prefiero no hacer olas","If you tell me that for now, the waters are calm, I'd rather not wave",spa_Latn_eng_Latn,1.3091726005077362,-0.9187646,-0.92777705,-0.9987252,Output:,
spa_Latn,eng_Latn,"Y en el siguiente párrafo se menciona la muerte fetal de su media hermana, y termina con En una entrevista con la revista Tú comentó que cuando tiene tiempo libre le gusta «pasear o simplemente caminar por ahí, también adoro ir de compras»","And the next paragraph mentions the fetal death of his half-sister, and it ends with In an interview with the magazine you commented that when you have free time you like to go for a walk or just walk around, I also love shopping","And the next paragraph mentions the fetal death of his half-sister, and it ends with In an interview with the magazine you commented that when you have free time you like to go for a walk or just walk around, I also love shopping",1_No_hallucination,"Y en el siguiente párrafo se menciona la muerte fetal de su media hermana, y termina con En una entrevista con la revista Tú comentó que cuando tiene tiempo libre le gusta «pasear o simplemente caminar por ahí, también adoro ir de compras»","And the next paragraph mentions the fetal death of his half-sister, and it ends with In an interview with the magazine you commented that when you have free time you like to go for a walk or just walk around, I also love shopping",spa_Latn_eng_Latn,0.8446976542472839,-0.82322216,-0.9330868,-0.9992933,The target sentence is:,
spa_Latn,eng_Latn,pedazo de cabron no se como me vas a denunciar anda y vete a tomar por el culo mas valdria hicieses una enciclopedia mas veraz y no tantas admiraciones por asesinos de la historia ¿porque no tienes huevos de decir que carrillo fue un asesino ejecuto a mi abuelo en paracuellos solo por que iba a misa,I don't know how you're going to report me. Go ahead and get your ass kicked. You made a more truthful encyclopedia.,I don't know how you're going to report me. Go ahead and get your ass kicked. You made a more truthful encyclopedia.,1_No_hallucination,pedazo de cabron no se como me vas a denunciar anda y vete a tomar por el culo mas valdria hicieses una enciclopedia mas veraz y no tantas admiraciones por asesinos de la historia ¿porque no tienes huevos de decir que carrillo fue un asesino ejecuto a mi abuelo en paracuellos solo por que iba a misa,I don't know how you're going to report me. Go ahead and get your ass kicked. You made a more truthful encyclopedia.,spa_Latn_eng_Latn,1.9771048426628115,-0.6274903,-0.70855415,-0.0019621982,1. Target translation: I don' know how you're going to report me. Go ahead and get your ass kicked. You made a more truthful encyclopedia.,2_Small_hallucination
spa_Latn,eng_Latn,Mi opinión ha sido debidamente explicada.,My opinion has been duly explained.,My opinion has been duly explained.,1_No_hallucination,Mi opinión ha sido debidamente explicada.,My opinion has been duly explained.,spa_Latn_eng_Latn,0.592220664024353,-0.95656836,-0.96409404,-5.443657e-08,"The target sentence is: ""My opinion has been duly explained.""",
spa_Latn,eng_Latn,"Perdona Vos quien eres no te importa lo que haga Viva Argentinaaaaaaaaaaaaaa, PD bloquee mi ip seguire con el vandalismo y no lo sabras Jajajajajajaja Naña Ñaca Pd vandalle mas paginas","I don't care who you are, I'm going to kill you. I'm gonna kill you. You're going to kill me.","I don't care who you are, <<<I'm going to kill you. I'm gonna kill you. You're going to kill me>>>.",3_Partial_hallucination,"Perdona Vos quien eres no te importa lo que haga Viva Argentinaaaaaaaaaaaaaa, PD bloquee mi ip seguire con el vandalismo y no lo sabras Jajajajajajaja Naña Ñaca Pd vandalle mas paginas","I don't care who you are, I'm going to kill you. I'm gonna kill you. You're going to kill me.",spa_Latn_eng_Latn,2.168584942817688,-0.43790126,-0.58890235,-0.0029025318,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>.",
spa_Latn,eng_Latn,Nunca,I never,<<<I>>> never,2_Small_hallucination,Nunca,I never,spa_Latn_eng_Latn,1.4623170793056488,-0.8907536,-0.713183,-0.99663115,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>.",
spa_Latn,eng_Latn,Te mando un gran abrazo.25px,I 'll give you a big hug .,I 'll give you a big hug .,1_No_hallucination,Te mando un gran abrazo.25px,I 'll give you a big hug .,spa_Latn_eng_Latn,0.8567541241645813,-0.78575873,-0.5987527,-0.9562542,"The target sentence contains hallucinations. Specifically, there is a hallucination in the target sentence that does not correspond to any information in the source sentence.",
spa_Latn,eng_Latn,"Fuego aliado eliminó, el 28 de junio, al mariscal Italo Balbo, gobernador general de Libia, y supuesto sucesor de Mussolini, durante su aterrizaje en Tobruk.","Allied fire killed, on 28 June, Marshal Italo Balbo, governor-general of Libya, and alleged successor of Mussolini, during his landing in Tobruk.","Allied fire killed, on 28 June, Marshal Italo Balbo, governor-general of Libya, and alleged successor of Mussolini, during his landing in Tobruk.",1_No_hallucination,"Fuego aliado eliminó, el 28 de junio, al mariscal Italo Balbo, gobernador general de Libia, y supuesto sucesor de Mussolini, durante su aterrizaje en Tobruk.","Allied fire killed, on 28 June, Marshal Italo Balbo, governor-general of Libya, and alleged successor of Mussolini, during his landing in Tobruk.",spa_Latn_eng_Latn,0.5428372919559479,-0.941679,-0.89283913,-0.998581,"1. Target translation: Allied fire killed, on 28 June, Marshal Italo Balbo, governor-general of Libya, and alleged successor of Mussolini, during his landing in Tobruk.",2. Hallucination classification label: 2_Small_hallucination
spa_Latn,eng_Latn,Al Gore y el general Tommy Franks comentan rápidamente y de forma casual sus titulares preferidos (el de Gore fue cuando The Onion dijo que él y Tipper habían tenido el mejor sexo de sus vidas luego de ser vencidos en el Colegio Electoral del 2000).,"Al Gore and General Tommy Franks are quick and casual to comment on their favorite titles, such as ""The Onion"" and ""The Elephant in the Room"" and ""Gone With the Wind"".","Al Gore and General Tommy Franks are quick and casual to comment on their favorite titles, <<<such as>>> ""The Onion"" <<<and ""The Elephant in the Room"" and ""Gone With the Wind"">>>.",3_Partial_hallucination,Al Gore y el general Tommy Franks comentan rápidamente y de forma casual sus titulares preferidos (el de Gore fue cuando The Onion dijo que él y Tipper habían tenido el mejor sexo de sus vidas luego de ser vencidos en el Colegio Electoral del 2000).,"Al Gore and General Tommy Franks are quick and casual to comment on their favorite titles, such as ""The Onion"" and ""The Elephant in the Room"" and ""Gone With the Wind"".",spa_Latn_eng_Latn,1.3275378048419952,-0.6861433,-0.77635217,-1.1317226e-05,Output:,
