src_lang,tgt_lang,src_text,mt_text,ground_truth_text,ground_truth_classification,raw_output,prediction_hall,prediction_label
spa_Latn,eng_Latn,Me gustaría saber cuál es la fuente que indica que el sulfato de sodio sirva para acidulante.,I'd like to know what the source of the sodium sulfate is.,I'd like to know what the source of the sodium sulfate is.,1_No_hallucination,"1. Target translation: I'd like to know what the source of the sodium sulfate is, which is used as a preservative in some foods <<< and can also serve as an acidulant >>>.

2. 3_Partial_hallucination",,partial_hallucination
spa_Latn,eng_Latn,"Exactamente a las 8:46 a. m., la ciudad se volvió silencio, marcando el preciso instante en el que el primer avión alcanzó su objetivo.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first plane reached its target.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first plane reached its target.",1_No_hallucination,"1. The target sentence is:
At exactly 8:46 a.m., the city became silent, marking the precise moment the first <<<plane>>> reached its <<<target>>>.
2. 
3_Partial_hallucination 

The hallucinated words are ""plane"" and ""target"", which are not present in the source sentence but were added to the translation to make it more idiomatic or clear in English.","At exactly 8:46 a.m., the city became silent, marking the precise moment the first <<<plane>>> reached its <<<target>>>.",partial_hallucination
spa_Latn,eng_Latn,"La verdad, como buen producto argentino, una mezcolanza de nombres destacados con personajes intrascendentes y de cuarta (futbolistas, Tristán, etc.).","The truth is, it's a good mix of names, and it's not a bad mix of names.","The truth is, it's a good mix of names, <<<and it's not a bad mix of names>>>.",3_Partial_hallucination,"**2. ""The truth is, it's a good mix of names, and it's not a bad mix of names.""**
3_Partial_hallucination","**2. ""The truth is, it's a good mix of names, and it's not a bad mix of names.""**",partial_hallucination
spa_Latn,eng_Latn,"Sinceramente no había pensado en ello, a mí no me sonó antinatural y la RAE no parece considerarlo un error.","I honestly didn't think about it, and I don't think it was a mistake.","I honestly didn't think about it, and I don't think it was a mistake.",1_No_hallucination,"1. I honestly didn't think about it, and I don't think it was <<<a mistake>>>.

2. 2_Small_hallucination","1. I honestly didn't think about it, and I don't think it was <<<a mistake>>>.",small_hallucination
spa_Latn,eng_Latn,Saludos.SRuizR 15px ¡Para servirles!,Greetings. We're here to serve you!,Greetings. We're here to serve you!,1_No_hallucination,"1. Target sentence (with hallucinations marked):
Greetings. We're <<<here>>> to serve you!

2. 
3_Small_hallucination",Greetings. We're <<<here>>> to serve you!,small_hallucination
spa_Latn,eng_Latn,"A la fecha de su deceso, aparte de haber sido medallista olímpico y mundial, Saito era director del comité de entrenamiento de la Federación de Judo japonesa.","At the time of his death, Saito was the world's longest-serving member of the Judo Federation.","At the time of his death, Saito was the world's longest-serving member of the Judo Federation.",1_No_hallucination,"1. At the time of his death, Saito was the world's longest-serving member of the Judo Federation, <<<the world's longest-serving>>>.

2. 3_Partial_hallucination: More than 3 hallucinated words or phrases.","1. At the time of his death, Saito was the world's longest-serving member of the Judo Federation, <<<the world's longest-serving>>>.",partial_hallucination
spa_Latn,eng_Latn,"«Gracias por los que apoyaron a un convicto como yo», dijo Siriporn en una conferencia de prensa, según se lo citó.","""Thank you for supporting a convict like me"", said Siriporn in a press conference.","""Thank you for supporting a convict like me"", said Siriporn in a press conference.",1_No_hallucination,"1. Thank you for supporting a <<<convict>>> like me, said Siriporn in a press conference.

2. 3_Partial_hallucination","1. Thank you for supporting a <<<convict>>> like me, said Siriporn in a press conference.",partial_hallucination
spa_Latn,eng_Latn,"Las familias con hijos son algo que no se ve frecuentemente, pero ciertos albergues los aceptan en cuartos privados.","Families with children don't get to see each other often, but they do get to know each other.","Families with children don't get to see each other often, <<<but they do get to know each other>>>.",3_Partial_hallucination,"1. Families with children don't get to see each other often, but they do get to know each other.
2. 3_Partial_hallucination","1. Families with children don't get to see each other often, but they do get to know each other.",partial_hallucination
spa_Latn,eng_Latn,Saludos desde España.,Greetings from Spain.,Greetings from Spain.,1_No_hallucination,"1. Target sentence: Greetings from Spain.
2. 1_No_hallucination",,no_hallucination
spa_Latn,eng_Latn,Cada vez que retoques el articulo de etnografia de America latina lo voy a revertir y como insistas solicitaré tu bloqueo por racista,"Every time you touch a piece of Latin America, I'm going to turn it upside down.","Every time you touch a piece of Latin America, I'm going to turn it upside down.",1_No_hallucination,"1. Every time you touch a piece of Latin America, I'm going to turn it upside down.
2. 3_Partial_hallucination 

(Note: The original source sentence contains accusations and requests for blocking due to perceived racism, which are not present in the target translation.)","1. Every time you touch a piece of Latin America, I'm going to turn it upside down.",partial_hallucination
spa_Latn,eng_Latn,"Cordialmente, un abrazoteUruk (Mensajes), 16:55 20 dic 2010 (UTC)",A warm welcome from Mr. and Mrs. O'Brien.,<<<A warm welcome from Mr. and Mrs. O'Brien.>>>,4_Full_hallucination,"1. A warm welcome from Mr. and Mrs. <<<Uruk>>>, Mr. and Mrs. <<<O'Brien>>>.
2. 4_Full_hallucination",,full_hallucination
spa_Latn,eng_Latn,"La civilización del valle del Indo se desarrolló en la Edad del Bronce, en el subcontinente del noroeste de la India, que comprende la mayor parte del hoy territorio pakistaní y algunas zonas del noroeste indio y el noreste afgano.","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of northern India.","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of northern India.",1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of <<<northern>>> India.

2. 
3_Partial_hallucination","The Indus Valley Civilization was developed in the Bronze Age, in the Indian subcontinent, which comprises most of present-day Pakistan and some parts of <<<northern>>> India.",partial_hallucination
spa_Latn,eng_Latn,"Luego entonces, ¿tendría caso ponerme a discutir con toda esa gente, siendo que el artículo será modificado incluso antes de que yo lo haga?","Then there is the need to argue with all these people, since the article will be modified before I can do so.","Then there is the need to argue with all these people, since the article will be modified before I can do so.",1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
Then there is the need to <<<<<argue>>>>> with all these <<<<<people>>>>>, since the <<<<<article>>>>> will be modified before I can do so.

2. The hallucination classification label on a new line:
3_Partial_hallucination","Then there is the need to <<<<<argue>>>>> with all these <<<<<people>>>>>, since the <<<<<article>>>>> will be modified before I can do so.",partial_hallucination
spa_Latn,eng_Latn,Esto se hace para garantizar que la imagen se despliegue en la pantalla completa. Esto se denomina sobreexploración.,This is done to ensure that the image is displayed on the full screen.,This is done to ensure that the image is displayed on the full screen.,1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
This is done to ensure that the image is displayed on the full screen.

2. The hallucination classification label on a new line:
2_Small_hallucination",This is done to ensure that the image is displayed on the full screen.,small_hallucination
spa_Latn,eng_Latn,15px Kuí kuu-de Yavidaxiu Ka an- Que feo...,15px Kuí kuu-de Yavidaxiu Ka an- What ugly...,15px Kuí kuu-de Yavidaxiu Ka an- What ugly...,1_No_hallucination,"1. Target translation: 15px Kuí kuu-de Yavidaxiu Ka an- <<<What ugly>>>.
2. 
3_Partial_hallucination",,partial_hallucination
spa_Latn,eng_Latn,"Hacia fines del siglo XVIII, Camboya también sufrió invasiones vietnamitas.","Towards the end of the 18th century, Cambodia also suffered Vietnamese invasions.","Towards the end of the 18th century, Cambodia also suffered Vietnamese invasions.",1_No_hallucination,"1. Towards the end of the 18th century, Cambodia also suffered <<<Vietnamese>>> invasions.
2. 3_Partial_hallucination","1. Towards the end of the 18th century, Cambodia also suffered <<<Vietnamese>>> invasions.",partial_hallucination
spa_Latn,eng_Latn,"Aparte de eso, nunca ha demostrado que pueda hacer freestyle con soltura y calidad, lo que hace poco creible la calidad de este MC","Other than that, he's never proven that he can freestyle with fluidity and quality, which makes the quality of this MC unreliable.","Other than that, he's never proven that he can freestyle with fluidity and quality, which makes the quality of this MC unreliable.",1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
Other than that, he's never proven that he can freestyle with <<<fluidity>>> and <<<quality>>>, which makes the <<quality>> of this MC unreliable.

2. Hallucination classification label on a new line: 
3_Partial_hallucination","Other than that, he's never proven that he can freestyle with <<<fluidity>>> and <<<quality>>>, which makes the <<quality>> of this MC unreliable.",partial_hallucination
spa_Latn,eng_Latn,"Por lo general, brindan mayor ancho de banda y mejor calidad de servicio. Están encriptados y, gracias a ello, es más complicado hackearlos.","They're encrypted and, thanks to that, it's more complicated to hack.","They're encrypted and, thanks to that, it's more complicated to hack.",1_No_hallucination,"1. They're encrypted and, thanks to that, it's more complicated to hack.
2. 3_Partial_hallucination","1. They're encrypted and, thanks to that, it's more complicated to hack.",partial_hallucination
spa_Latn,eng_Latn,EXIGO EXPLICACIONES,Explanations are required,Explanations are required,1_No_hallucination,"1. The target sentence is: Explanations are required
2. 

1_No_hallucination",,no_hallucination
spa_Latn,eng_Latn,Es preciso contar con un permiso de travesía para poder acampar por debajo del borde del Gran Cañón.,You have to have a travel permit to camp below the rim of the Grand Canyon.,You have to have a travel permit to camp below the rim of the Grand Canyon.,1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
You have to have a <<<<travel permit>>>> to camp below the <<<<rim>>>> of the Grand <<<Canyon>>>.

2. 
3_Partial_hallucination: More than 3 hallucinated words or phrases.",You have to have a <<<<travel permit>>>> to camp below the <<<<rim>>>> of the Grand <<<Canyon>>>.,partial_hallucination
spa_Latn,eng_Latn,"La edicion es legitima, la seccion decia 1976 a 1978 pero su contenido se extendia a 1981. saludos atte 191.84.100.","The issue is legitimate, but the content of the report is limited to 191.8 million copies.","The issue is legitimate, but the content <<<of the report>>> is limited to 191.8 <<<million copies>>>.",3_Partial_hallucination,"**The target sentence with hallucinated words or phrases marked using <<< >>>:**
The issue is legitimate, but the content of the report is limited to <<<191.8 million copies>>>.

**Hallucination classification label:**
3_Partial_hallucination

Explanation: The source sentence mentions the years 1976-1981 and an IP address (191.84.100), which are not present in the target translation. This indicates that more than 3 words or phrases have been hallucinated, classifying this as a partial hallucination.","The issue is legitimate, but the content of the report is limited to <<<191.8 million copies>>>.",partial_hallucination
spa_Latn,eng_Latn,Porque pone Sucesor: Wii 2 ?,Why do you think he's wearing a suitcase?,Why <<<do you think he's wearing a suitcase>>>?,4_Full_hallucination,"**Why do you think he's wearing a <<<suitcase>>>?**

2_Small_hallucination",**Why do you think he's wearing a <<<suitcase>>>?**,small_hallucination
spa_Latn,eng_Latn,Un plato típico Hangi se prepara dentro de un hoyo caliente hecho en el suelo.,A typical Hangi dish is prepared inside a hot hole made in the ground.,A typical Hangi dish is prepared inside a hot hole made in the ground.,1_No_hallucination,"1. A typical Hangi <<<dish>>> is prepared inside a <<<hot>>>, <<<electric>>>, <<<heated>>> hole made in the ground.
2. 3_Partial_hallucination","1. A typical Hangi <<<dish>>> is prepared inside a <<<hot>>>, <<<electric>>>, <<<heated>>> hole made in the ground.",partial_hallucination
spa_Latn,eng_Latn,Los submarinos alemanes se denominaron U-Boote. Los alemanes eran muy buenos para la navegación y operación de sus submarinos.,"The German submarines were called U-boats, and the Germans were very good at navigating them.","The German submarines were called U-boats, and the Germans were very good at navigating them.",1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
The German submarines were called U-boats, and the Germans were very good at navigating them.

2. The hallucination classification label:
2_Small_hallucination","The German submarines were called U-boats, and the Germans were very good at navigating them.",small_hallucination
spa_Latn,eng_Latn,Massa debe estar fuera durante al menos lo que resta de la temporada 2009.,Massa should be out for at least the remainder of the 2009 season.,Massa should be out for at least the remainder of the 2009 season.,1_No_hallucination,"**1. Target sentence with potential hallucinations marked:**
Massa should be out for at least the <<<remainder>>> of the <<<2009 season>>>

**2. Hallucination classification label:**
3_Partial_hallucination",Massa should be out for at least the <<<remainder>>> of the <<<2009 season>>>,partial_hallucination
spa_Latn,eng_Latn,"En la actualidad, los vientos de Fred alcanzan las 105 millas por hora (165 km/h) y se desplaza en dirección al noroeste.","Currently, Fred's winds reach 105 miles per hour (165 km/h) and move northwestward.","Currently, Fred's winds reach 105 miles per hour (165 km/h) and move northwestward.",1_No_hallucination,"1. The target sentence with hallucinated words or phrases marked:
Currently, Fred's winds reach 105 miles per hour (165 km/h) and move <<<northwestward>>> (original sentence says ""en dirección al noroeste"", which is a phrase that cannot be directly translated as ""northwestward"").
2. Hallucination classification label:
3_Small_hallucination",,small_hallucination
spa_Latn,eng_Latn,"Si me dices que por ahora, las aguas están calmas, prefiero no hacer olas","If you tell me that for now, the waters are calm, I'd rather not wave","If you tell me that for now, the waters are calm, I'd rather not wave",1_No_hallucination,"1. The target sentence with hallucinated words or phrases marked using <<< >>>:
If you tell me that for now, the waters are calm, I'd rather not <<<wave>>>.

2. Hallucination classification label on a new line:
3_Partial_hallucination","If you tell me that for now, the waters are calm, I'd rather not <<<wave>>>.",partial_hallucination
spa_Latn,eng_Latn,"Y en el siguiente párrafo se menciona la muerte fetal de su media hermana, y termina con En una entrevista con la revista Tú comentó que cuando tiene tiempo libre le gusta «pasear o simplemente caminar por ahí, también adoro ir de compras»","And the next paragraph mentions the fetal death of his half-sister, and it ends with In an interview with the magazine you commented that when you have free time you like to go for a walk or just walk around, I also love shopping","And the next paragraph mentions the fetal death of his half-sister, and it ends with In an interview with the magazine you commented that when you have free time you like to go for a walk or just walk around, I also love shopping",1_No_hallucination,"1. And the next paragraph mentions the fetal death of his half-sister, and it ends with In an interview with the magazine you commented that when you have free time you like to go for a walk or just walk around, I also love <<<shopping>>>
2. 2_Small_hallucination","1. And the next paragraph mentions the fetal death of his half-sister, and it ends with In an interview with the magazine you commented that when you have free time you like to go for a walk or just walk around, I also love <<<shopping>>>",small_hallucination
spa_Latn,eng_Latn,pedazo de cabron no se como me vas a denunciar anda y vete a tomar por el culo mas valdria hicieses una enciclopedia mas veraz y no tantas admiraciones por asesinos de la historia ¿porque no tienes huevos de decir que carrillo fue un asesino ejecuto a mi abuelo en paracuellos solo por que iba a misa,I don't know how you're going to report me. Go ahead and get your ass kicked. You made a more truthful encyclopedia.,I don't know how you're going to report me. Go ahead and get your ass kicked. You made a more truthful encyclopedia.,1_No_hallucination,I cannot create content that is discriminatory or hateful towards individuals. Is there anything else I can help you with?,,
spa_Latn,eng_Latn,Mi opinión ha sido debidamente explicada.,My opinion has been duly explained.,My opinion has been duly explained.,1_No_hallucination,"1. Target sentence: My opinion has been duly explained and my rights have been respected as well as the laws that govern this case <<<and my rights have been respected as well as the laws that govern this case>>>, are not present in the source sentence.

2. 3_Partial_hallucination",,partial_hallucination
spa_Latn,eng_Latn,"Perdona Vos quien eres no te importa lo que haga Viva Argentinaaaaaaaaaaaaaa, PD bloquee mi ip seguire con el vandalismo y no lo sabras Jajajajajajaja Naña Ñaca Pd vandalle mas paginas","I don't care who you are, I'm going to kill you. I'm gonna kill you. You're going to kill me.","I don't care who you are, <<<I'm going to kill you. I'm gonna kill you. You're going to kill me>>>.",3_Partial_hallucination,"**Target sentence with hallucinations marked:**

I don't care who you are, I'm going to kill you. I'm gonna kill you. You're going to kill me.

1. The target translation contains several hallucinated words or phrases that do not correspond to the source sentence. Specifically:
* ""kill"" is mentioned multiple times, which is not present in the source sentence.
* The phrase ""You're going to kill me"" is a complete fabrication and does not exist in the original text.

**Hallucination classification:**

3_Partial_hallucination","I don't care who you are, I'm going to kill you. I'm gonna kill you. You're going to kill me.",partial_hallucination
spa_Latn,eng_Latn,Nunca,I never,<<<I>>> never,2_Small_hallucination,"1. The target sentence is ""I never"". However, upon careful examination of both sentences, it appears that the source sentence contains only one word (""Nunca""), while the target sentence contains two words (""I"" and ""never""). Upon closer inspection, we can see that ""I"" was not present in the source sentence.

2. The classification is: **4_Full_hallucination**",,full_hallucination
spa_Latn,eng_Latn,Te mando un gran abrazo.25px,I 'll give you a big hug .,I 'll give you a big hug .,1_No_hallucination,"**Target sentence:** I 'll give you a big <<<hug>>> and <<<a great time>>>.  
2_Small_hallucination",,small_hallucination
spa_Latn,eng_Latn,"Fuego aliado eliminó, el 28 de junio, al mariscal Italo Balbo, gobernador general de Libia, y supuesto sucesor de Mussolini, durante su aterrizaje en Tobruk.","Allied fire killed, on 28 June, Marshal Italo Balbo, governor-general of Libya, and alleged successor of Mussolini, during his landing in Tobruk.","Allied fire killed, on 28 June, Marshal Italo Balbo, governor-general of Libya, and alleged successor of Mussolini, during his landing in Tobruk.",1_No_hallucination,"1. Allied fire killed, on 28 June, Marshal Italo Balbo, governor-general of Libya, and alleged successor of Mussolini, during <<<his landing in Tobruk>>>.
2. 3_Partial_hallucination","1. Allied fire killed, on 28 June, Marshal Italo Balbo, governor-general of Libya, and alleged successor of Mussolini, during <<<his landing in Tobruk>>>.",partial_hallucination
spa_Latn,eng_Latn,Al Gore y el general Tommy Franks comentan rápidamente y de forma casual sus titulares preferidos (el de Gore fue cuando The Onion dijo que él y Tipper habían tenido el mejor sexo de sus vidas luego de ser vencidos en el Colegio Electoral del 2000).,"Al Gore and General Tommy Franks are quick and casual to comment on their favorite titles, such as ""The Onion"" and ""The Elephant in the Room"" and ""Gone With the Wind"".","Al Gore and General Tommy Franks are quick and casual to comment on their favorite titles, <<<such as>>> ""The Onion"" <<<and ""The Elephant in the Room"" and ""Gone With the Wind"">>>.",3_Partial_hallucination,"1. Al Gore y el general Tommy Franks comentan rápidamente y de forma casual sus titulares preferidos, <<<such as ""The Onion"", ""The Elephant in the Room"" and ""Gone With the Wind"" >>>.
2. 3_Partial_hallucination",,partial_hallucination
spa_Latn,eng_Latn,"El deseo del creyente es una experiencia directa, sensación o apreciación de la realidad divina, del dios o deidades.","The desire of the believer is a direct experience, a feeling, or an appreciation of the divine reality.","The desire of the believer is a direct experience, a feeling, or an appreciation of the divine reality.",1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
The desire of the believer is a direct experience, a feeling, or an appreciation of the divine reality.

2. 
3_Partial_hallucination
Explanation: In the source sentence, the original phrase ""sensación o apreciación"" is translated into a single word ""feeling"", which can be considered as a small change but not exactly an hallucination. However, the addition of ""or an appreciation"" introduces unrelated information from the source sentence, making it a partial hallucination.","The desire of the believer is a direct experience, a feeling, or an appreciation of the divine reality.",partial_hallucination
spa_Latn,eng_Latn,He notado que estás usando dos fotos en tu firma de usuario.,I noticed you're using two photos on your user signature.,I noticed you're using two photos on your user signature.,1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
I noticed you're using <<<two>>> photos <<<on your user signature>>>, which does not correspond to the source sentence.

2. The hallucination classification label:
3_Partial_hallucination: More than 3 hallucinated words or phrases",,partial_hallucination
spa_Latn,eng_Latn,"> un rudeboy ERA (porque ya no existen, al menos, de los de verdad) un sicario de piel negra contratado por un productor de musica reggae de piel blanca para arruinarle la fiesta a otro productor.","I mean, I don't think it's a good idea, but it's not a bad idea, because I'm not a good person.","<<<I mean, I don't think it's a good idea, but it's not a bad idea, because I'm not a good person>>>.",4_Full_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
A lot of the content in the target sentence does not correspond to the source sentence. Specifically, the following parts are hallucinations: ""I mean"", ""I don't think it's a good idea"", and ""because I'm not a good person"".

Target translation: 
<<<I mean>>>, <<<I don't think it's a good idea>>>, but <<<it's not a bad idea>>>, because <<<I'm not a good person>>>.

2. The hallucination classification label on a new line:
3_Partial_hallucination","<<<I mean>>>, <<<I don't think it's a good idea>>>, but <<<it's not a bad idea>>>, because <<<I'm not a good person>>>.",partial_hallucination
spa_Latn,eng_Latn,El art. staba enlazado del art Trakhonas Kapısı en WP en turco.,The art. was linked from art Trakhonas Kapısı in WP in Turkish.,The art. was linked from art Trakhonas Kapısı in WP in Turkish.,1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
The art. was linked from art Trakhonas Kapısı in WP in <<<Turkish>>>.

2. 
2_Small_hallucination",The art. was linked from art Trakhonas Kapısı in WP in <<<Turkish>>>.,small_hallucination
spa_Latn,eng_Latn,"Un abrazo, GuS - ¡Dialoguemos! 03:38 11 feb 2008 (UTC) Por cierto, ¿exageraciones mías?","A hug, GuS - Let's talk! 03:38 11 February 2008 (UTC) By the way, my exaggerations?","A hug, GuS - Let's talk! 03:38 11 February 2008 (UTC) By the way, my exaggerations?",1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
A hug, GuS - Let's talk! 03:38 11 February 2008 (UTC) By the way, my <<<exaggerations>>>?

2. The hallucination classification label on a new line:
3_Small_hallucination","A hug, GuS - Let's talk! 03:38 11 February 2008 (UTC) By the way, my <<<exaggerations>>>?",small_hallucination
